CODIGO;ENTIDAD;NOMBRE FANTASIA;DIRECCION;COMUNA;HORARIO REFERENCIAL;ESTE;NORTE;LONGITUD;LATITUD
104316;Fullcarga;PEDRO MARIN;DOMINGO SANTA MARIA 4148 LOCAL 2;RENCA;;341493;6302539;-70.7052627;-33.40495214
104317;Fullcarga;SAN MAURICIO;ANGOL 1735;RENCA;;339461;6303368;-70.7267729125289;-33.397291426594
104328;Fullcarga;DAINITA MASCOTAS;CARTWRIGHT 1042;LO BARNECHEA;;359364;6307729;-70.5121531106183;-33.3607646150392
104329;Fullcarga;MY FAMILY;ALTONA 1705;CONCHALI;;343853;6306222;-70.6790746506185;-33.3722075978105
104453;Fullcarga;KIOSCO LA QUEBRADA;CAMINO EL OTOÑAL FRENTE AL 1598;LAS CONDES;;358674;6303181;-70.519710;-33.401393
104473;Fullcarga;LAS DELICIAS DE SUS MASCOTAS;JALISCO 3890;LO ESPEJO;;342316;6290249;-70.698387;-33.515991
104487;Fullcarga;PAOLITA;PEDRO DE MENDOZA 13504;SAN BERNARDO;;343394;6283150;-70.6880321040052;-33.580149574073
104492;Fullcarga;ELISABETH URZUA;DIPUTADO ANGEL FANTUZZI  270;MAIPU;;335182;6286732;-70.775824578;-33.546615779
104494;Fullcarga;ANDREITA;GENARO PRIETO 4251;RECOLETA;;347274;6304948;-70.6425296913694;-33.3841876130272
104497;Fullcarga;LA TETE;NAVIDAD 2592;PEDRO AGUIRRE CERDA;;344126;6291413;-70.678709571614;-33.505765006346
104499;Fullcarga;MATTY;SANTA ROSA  2565;SAN MIGUEL;;347487;6294509;-70.6420049938066;-33.4783360561516
104501;Fullcarga;PUNTO FIJO;PUENTE BUIN   9036;LA REINA;;357486;6296453;-70.533547;-33.461896
104502;Fullcarga;DONDE LA FRAN;POLCURA 2274;PEÑALOLEN;;356883;6294384;-70.5409373164788;-33.4807562908603
104504;Fullcarga;LP INTERNET;BACTEOROLOGICO 10909;LA FLORIDA;;353293;6285775;-70.5809676439429;-33.5578878645318
104505;Fullcarga;LOS AROMOS;DOMINGO SANTA MARIA 3839 LOCAL 2-B;RENCA;;342059;6302345;-70.6990258807239;-33.4068937175712
104506;Fullcarga;RULOS;JOSE ARRIETA 6545 DEPTO 1;PEÑALOLEN;;354770;6296378;-70.56334484098598;-33.462494750733796
104507;Fullcarga;BABY;TENERIFE 1587;CERRO NAVIA;;337778;6300773;-70.7453303745598;-33.4204313463044
104509;Fullcarga;LUBEMIJO;LAS TORRES 195;ESTACION CENTRAL;;339178;6297287;-70.7308960403608;-33.4520679006286
104511;Fullcarga;JUANA URRUTIA;JOSE GHIARDO 0163;LA GRANJA;;348411;6289479;-70.6329145398566;-33.5238142304528
104516;Fullcarga;VICTORIA;RANCAGUA  750;PROVIDENCIA;;349164;6298859;-70.6232340880674;-33.439352317755
104519;Fullcarga;EL JIMEÑO;FRANCISCO BILBAO 535;PROVIDENCIA;;348984;6298600;-70.6252166385141;-33.4416584270985
104521;Fullcarga;LA GOTITA DEL PORTEÑO;LOS RETAMOS  1351;CERRO NAVIA;;339734;6299664;-70.7244968456185;-33.4307225481218
104525;Fullcarga;LA NANA;JULIO MONTT SALAMANCA 084;QUILICURA;;338624;6306799;-70.7351485377004;-33.3662269935371
104527;Fullcarga;JOSE (C);VILLA SUR 4554;PEDRO AGUIRRE CERDA;;343886;6293557;-70.6809110096225;-33.4863922539582
104529;Fullcarga;PRINCIPITO;SANTA RAQUEL 4576;LA FLORIDA;;351539;6285263;-70.5995871;-33.5628816
104531;Fullcarga;LA LICORERA;VITACURA 7600;VITACURA;;355006;6304907;-70.5594326150704;-33.3856293251574
104532;Fullcarga;JUAN VILLAGRA;CLAUDIO ARRAU 889;EL BOSQUE;;344656;6284687;-70.673604;-33.566192
104534;Fullcarga;CHIKYTITA;CLAUDIO VICUÑA 3805;QUINTA NORMAL;;343242;6300283;-70.686668;-33.425671
104536;Fullcarga;DONDE LA TIA EMILIANA;LOS ARBUSTOS 1581;QUILICURA;;340783;6307026;-70.711922;-33.364513
104589;Fullcarga;BELEN;CARLOS VALDOVINOS 2924;PEDRO AGUIRRE CERDA;;344606;6294428;-70.673019;-33.478657
104767;Fullcarga;KIOSKO GENITO;CENTRAL ESQUINA EL PINAR 3651;SAN JOAQUIN;;349190;6293023;-70.623372;-33.491685
104770;Fullcarga;RICARDO MELLA;SEGUNDA TRANSVERSAL 3532;MAIPU;;338039;6292452;-70.744034;-33.495495
104773;Fullcarga;LOS NIÑITOS;CALIFORNIA 1243;CERRO NAVIA;;338298;6299422;-70.739990;-33.432701
104775;Fullcarga;SEÑORA CARMEN;DIEGO DE ALMAGRO 1352;QUILICURA;;340488;6306302;-70.715225;-33.370995
104780;Fullcarga;LEONOR;FRANCIA 1166;INDEPENDENCIA;;346062;6301903;-70.656075;-33.411469
104782;Fullcarga;MAR Y JAM;BEZANILLA 1495;INDEPENDENCIA;;345709;6301209;-70.659981;-33.417671
104783;Fullcarga;PUNTO TABACO;FERMIN VIVACETA 827 LOCAL 2;INDEPENDENCIA;;345514;6300666;-70.662178;-33.422550
104784;Fullcarga;SENY;TRANCREDO PINOCHET 0854;LA PINTANA;;346598;6282955;-70.653564;-33.582378
104785;Fullcarga;LOS AMANTES;INES DE SUAREZ 13658;LA PINTANA;;350545;6282185;-70.611176;-33.589882
104787;Fullcarga;ELIZABETH;CALLE G 1358;CONCHALI;;345256;6305920;-70.663478;-33.374843
104790;Fullcarga;CHAVEZ;MATTA 733;SANTIAGO;;347270;6296736;-70.643967;-33.458221
104795;Fullcarga;CHUMA;TOCONAO 556 DEPTO 13-B;QUILICURA;;337689;6306671;-70.745232;-33.367252
104796;Fullcarga;JANY;LARRAIN 9767;LA REINA;;357856;6297495;-70.529405;-33.452552
104797;Fullcarga;KATU Y PALY;SANTA ELENA 255;PUENTE ALTO;;354128;6280064;-70.572922;-33.609505
104798;Fullcarga;FREEDOM EL GRAN BAZAR;CRETA 2686;PUENTE ALTO;;351459;6282336;-70.601303;-33.588650
104799;Fullcarga;LOS HELECHOS;EL HIBISCO NORTE 18416 LOCAL 7;MAIPU;;334291;6285506;-70.785071;-33.557247
104801;Fullcarga;FERNANDA Y ALONSO;LAS NINFAS 1859;PUENTE ALTO;;351521;6281500;-70.600769;-33.596199
104804;Fullcarga;DON PAN;BALDOMERO LILLO 1571;LA PINTANA;;348300;6282942;-70.634653;-33.582449
104810;Fullcarga;DONDE EL FILO;ANIBAL ZAÑARTU 10374;SAN RAMON;;346830;6286029;-70.649963;-33.554410
104814;Fullcarga;BELINDA;CONDELL 1807 LOCAL 2;ÑUÑOA;;348998;6297479;-70.624688;-33.451478
104815;Fullcarga;EL SHURDITO;SAN IGNACIO 1247;SANTIAGO;;346176;6296273;-70.655239;-33.461954
104816;Fullcarga;EL OJO;LAS TORRES 7708;CERRILLOS;;338911;6291640;-70.734225;-33.502654
104835;Fullcarga;IRLANDA;CRETA 2962;PUENTE ALTO;;351427;6282602;-70.601601;-33.586250
104873;Fullcarga;TIENDA UPA!-SHELL  (F.117);PEDRO DE VALDIVIA 3014;ÑUÑOA;;350804;6297669;-70.605223;-33.450023
104905;Fullcarga;ALMACEN ALICIA CALDERON;CARLOS AGUIRRE LUCO 1175;HUECHURABA;;347041;6306141;-70.64501438;-33.37325865
104913;Fullcarga;DON PRIMO;PIRAMIDE B 380;SAN JOAQUIN;;348392;6291708;-70.632751;-33.503723
104923;Fullcarga;VALENTINA;PEDRO RIVEROS, ED. QUILLAY 1583 DEPTO.110;QUILICURA;;339555;6305348;-70.725410;-33.379456
104931;Fullcarga;A Y V;JULIO CHAVEZ 12442;LA PINTANA;;346249;6283527;-70.656646;-33.576881
104982;Fullcarga;GAVIOTA;CARACAS 2339;PEÑALOLEN;;354453;6294423;-70.56651242424238;-33.479792575757536
104993;Fullcarga;DONDE LA ANDREA;TENERIFE 1574;CERRO NAVIA;;337716;6300661;-70.745452;-33.421146
104996;Fullcarga;TRIUNFO II;GENERAL ARRIAGADA 1345;LA FLORIDA;;351327;6285642;-70.602165;-33.558823
105004;Fullcarga;KREMA Y CANELA;ARTURO PRAT 1375 LOCAL 1;SANTIAGO;;346929;6296147;-70.647165;-33.463198
105006;Fullcarga;LEON MOYON;UNO PONIENTE 941;ESTACION CENTRAL;;342744;6296165;-70.692180;-33.462427
105007;Fullcarga;VIVIANA ;PEDRO AGUIRRE CERDA 8881;SAN RAMON;;348035;6287471;-70.636736;-33.541581
105009;Fullcarga;SUSANA;ESMERALDA 1187;RENCA;;338477;6302062;-70.737019;-33.408632
105010;Fullcarga;MAMI ROSA;FRAY FRANCISCO RAMIREZ 2102-B;MACUL;;353238;6294954;-70.579497;-33.474839
105012;Fullcarga;ANGEL MARQUINA;SAN FRANCISCO 8525;PUDAHUEL;;337558;6298964;-70.747451;-33.436419
105014;Fullcarga;KIOSCO;MACUL FRENTE AL 4203;MACUL;;351367;6292983;-70.599949;-33.492352
105020;Fullcarga;EL BOLICHE;PROFESOR ALCAINO 01360 DEPTO 13;PUENTE ALTO;;355371;6280829;-70.558834;-33.602486
105021;Fullcarga;CARLOS MOYA;VOLCAN TACORA 1911;SAN BERNARDO;;351350;6283256;-70.601745;-33.580049
105022;Fullcarga;MATIAS Y CARLOS;EL FRUTO PONIENTE 1860 BLOCK 211;PUENTE ALTO;;351959;6278212;-70.596021;-33.625612
105023;Fullcarga;ALGO TENGO;MEXICO 1315;PUENTE ALTO;;355447;6281508;-70.557895;-33.596373
105025;Fullcarga;CSOTO;ILOCA 1034;LA PINTANA;;347226;6283154;-70.646183;-33.580385
105026;Fullcarga;RENACER;LAS INDUSTRIAS 4697-A;SAN JOAQUIN;;348855;6292097;-70.62781349;-33.50015731
105031;Fullcarga;KA Y TA;LA ORACION 14841;LA PINTANA;;349133;6280584;-70.626081;-33.603829
105033;Fullcarga;EL MOLINO;EL MOLINO  30033;PUDAHUEL;;330993;6304389;-70.817027;-33.386495
105040;Fullcarga; DONDE JUANITO;LAGO O HIGGINS 8050;PEÑALOLEN;;356278;6295797;-70.546645;-33.467651
105041;Fullcarga;LA BENDICION;CABALLERO DE LA MONTAÑA 624 CASA 20;PEÑALOLEN;;357855;6295856;-70.529677;-33.467325
105046;Fullcarga;AIDA;NUEVA DOS 1737;ÑUÑOA;;349961;6295687;-70.614623;-33.467777
105171;Fullcarga;TODO PERFUMES;5 DE ABRIL 093 LOCAL 137;MAIPU;;336871;6290700;-70.756348;-33.510818
105172;Fullcarga;LA FRONTERA;VICUÑA MACKENNA 1509;RENCA;;337693;6302876;-70.745865;-33.401466
105173;Fullcarga;SHARLOM;PADUA 1479;CERRO NAVIA;;339008;6300078;-70.731658;-33.426594
105176;Fullcarga;LA PALMERA;CHUNGARA 694;LA REINA;;357695;6296770;-70.531247;-33.459067
105177;Fullcarga;CARDAJO;LO BLANCO 1152;LA PINTANA;;347696;6282418;-70.641815;-33.587379
105184;Fullcarga;YING Y YANG;SAN DIEGO 631;SANTIAGO;;346624;6297243;-70.650256;-33.453272
105188;Fullcarga;MATIAS SPA;JUANITA 0382;PUENTE ALTO;;350472;6278759;-70.6125245103234;-33.6207534181977
105189;Fullcarga;Y C V;CRETA NORTE 3851;PUENTE ALTO;;351187;6283688;-70.6039978869999;-33.5764161339999
105190;Fullcarga;MARIANA ZUÑIGA;AMANDA LABARCA HUBERSTON 4782;MACUL;;353169;6295016;-70.58079287;-33.47455677
105195;Fullcarga;EL GUTI;SANTA LUISA 277;QUILICURA;;338404;6307659;-70.737366;-33.358452
105197;Fullcarga;BARBARITA;LAGO CALAFQUEN  2123;PEDRO AGUIRRE CERDA;;345418;6293499;-70.663870;-33.486852
105198;Fullcarga;DON TITO;ONGOLMO 864;CERRILLOS;;340185;6292007;-70.721016;-33.499828
105200;Fullcarga;REMI;ANDRES AMENABAR 1324;MAIPU;;335553;6288136;-70.771568;-33.534023
105204;Fullcarga;BUEN DIA;ROLANDO FRODEN  1703;LA FLORIDA;;353073;6289953;-70.582657;-33.520203
105208;Fullcarga;MARIA GARRIDO;VOLCAN SAN JOSE 0532;QUILICURA;;337248;6307189;-70.749863;-33.362507
105211;Fullcarga;AMASANDERIA NINA;GERMAN GARCES 1624;MAIPU;;334700;6288997;-70.780602;-33.526134
105215;Fullcarga;ROSMERY GUARNIZ;CAPITAN BYNON 1160;INDEPENDENCIA;;345131;6301596;-70.666130;-33.414104
105221;Fullcarga;BAZAR Y LIBRERÍA MAFALDA;CARMEN 1389;MAIPU;;336281;6290237;-70.763351;-33.515198
105222;Fullcarga;SARDICH IN FAMILY;MANUEL SANCHEZ 6130;CERRO NAVIA;;340320;6301097;-70.717941;-33.417900
105224;Fullcarga;CONFITERIA SANTIS SPA;PEDRO DE VALDIVIA 3474 LOCAL 10-B;ÑUÑOA;;350918;6297160;-70.60484396;-33.45480243
105225;Fullcarga;ANDREA ROJAS;ESTUDIANTE NAVARRO 1927;RECOLETA;;348273;6302129;-70.632263;-33.409752
105231;Fullcarga;PALOMITA;PARAGUAY 1199;LA CISTERNA;;346899;6288399;-70.649384;-33.533344
105232;Fullcarga;RUTH MEYER ;CARD RAUL SILVA HENRIQUEZ 192 DEPTO 110;CERRILLOS;;340163;6294293;-70.720848;-33.479221
105233;Fullcarga;LA ESPERANZA;PORTALES 1863;MAIPU;;334315;6289860;-70.78476547;-33.51817614
105235;Fullcarga;VIRSI;PLACER 880 LOCAL 361;SANTIAGO;;347234;6294815;-70.644684;-33.475548
105237;Fullcarga;ELECTRIC HOME;FRANCISCO BILBAO 2016;PROVIDENCIA;;350682;6299012;-70.606888;-33.438194
105238;Fullcarga;ROMAN SIGUENZA (S);TORO MAZOTE 9;ESTACION CENTRAL;;342781;6297059;-70.692200;-33.454670
105240;Fullcarga;LA RESURRECCION;VOLCAN COPAHUE 027;QUILICURA;;337446;6307234;-70.747734;-33.362137
105271;Fullcarga;DONDE NACHITO;LAS ROSAS 12778;LA PINTANA;;349151;6282949;-70.626060;-33.582798
105273;Fullcarga;EL PESO JUSTO;LA RONDA 1725;PUENTE ALTO;;351304;6283270;-70.602814;-33.580204
105275;Fullcarga;LA ESKINA DE LA OFERTA;GERONIMO DE ALDERETE 3515;LA FLORIDA;;355405;6289316;-70.557663;-33.526257
105276;Fullcarga;LUIS VIZCARRA;ALAMEDA FRENTE AL 1527;SANTIAGO;;345968;6298169;-70.657722;-33.445126
105277;Fullcarga;FLOR DORADA (C);"PASAJE ""E"" 2714";QUINTA NORMAL;;340322;6301821;-70.7177947963995;-33.4113680712088
105278;Fullcarga;ALMACEN DAYANITA I (C);COPIAPO 469;SANTIAGO;;347649;6297252;-70.639809;-33.453632
105279;Fullcarga;ALMACEN MONICA (C);CALLE VEINTE 6947;PEÑALOLEN;;355093;6295664;-70.559990;-33.468983
105280;Fullcarga;EL MONO (C);PORTUGAL 1389;SANTIAGO;;348383;6296443;-70.632050;-33.461029
105281;Fullcarga;BAZAR GABY (C);ESCUADRA NACIONAL 0225;MAIPU;;334775;6287455;-70.780075;-33.540039
105283;Fullcarga;LA ESTRELLA;EL VALLE 5870;PEÑALOLEN;;353638;6294912;-70.575768;-33.475567
105285;Fullcarga;FRAN Y FER;SANTA CLARA  5691-A;SAN MIGUEL;;347271;6291260;-70.644890;-33.507599
105288;Fullcarga;DORA;SANTA ROSA 12980 LOCAL 3;LA PINTANA;;348931;6282639;-70.627907;-33.585268
105290;Fullcarga;COMERCIAL MARANATHA;NAHUELBUTA 1776;CONCHALI;;343497;6305294;-70.682487;-33.380236
105299;Fullcarga;LA ESQUINA DE LA BENDICION;EL ALARIFE 13970;SAN BERNARDO;;344047;6282299;-70.681152;-33.587929
105303;Fullcarga;LA FAMILIA;MARMOL 1699;LA FLORIDA;;350419;6285603;-70.611381;-33.558756
105305;Fullcarga;RUBENCIAO;LEBRELES 8525;PUDAHUEL;;337057;6295852;-70.753975;-33.464691
105308;Fullcarga;EL COTELO;EBANO 1164;LA PINTANA;;347726;6282466;-70.641495;-33.586952
105313;Fullcarga;FRANCO;LAS TORCAZAS 10953;LA PINTANA;;346497;6285305;-70.653667;-33.560891
105319;Fullcarga;EL CHOLITO;OCEANO 7415;PUDAHUEL;;337871;6296335;-70.744560;-33.460170
105373;Fullcarga;MARY;BERNARDINO PARADA 1010;LA PINTANA;;347135;6283298;-70.6471435493018;-33.5790748890784
105388;Fullcarga;LA PELU;WEBER 2820;PUENTE ALTO;;350925;6277866;-70.607803;-33.628876
105391;Fullcarga;KIOSQUITO FERNATO;JORGE ROSS OSSA (ESQ COQUIMBO) FRENTE AL  497;PUENTE ALTO;;353212;6280135;-70.582201;-33.608448
105411;Fullcarga;MINIMARKET ANGELICA;JUAN SEBASTIAN BACH 306;SAN JOAQUIN;;348614;6294275;-70.629921;-33.480602
105449;Fullcarga;JOVY;OBISPO ORREGO 1477;ÑUÑOA;;349446;6295971;-70.6201147096774;-33.4651390752688
105456;Fullcarga;LOS TRES HERMANOS;GUARDIAMARINA RIQUELME 512;QUILICURA;;345581;6298891;-70.661191;-33.438261
105488;Fullcarga;MINIMARKET HNOS BASILIO (C);ARTURO PRAT 1201;SANTIAGO;;346917;6296374;-70.647256;-33.461146
105490;Fullcarga;MARTHITA;EL TRIGAL 5524;ESTACION CENTRAL;;340633;6295804;-70.714953;-33.465370
105491;Fullcarga;KIOSKO AMIGO;NUEVA PROVIDENCIA frente al 1935;PROVIDENCIA;;350017;6300403;-70.613240;-33.425265
105494;Fullcarga;ORLANDO ROJAS CRUZADO (C);ROBERTO ESPINOZA 1494 C;SANTIAGO;;346582;6295835;-70.651520;-33.466251
105498;Fullcarga;DISPENSA MARINA;EL FUNDO 21039;PUDAHUEL;;327519;6296080;-70.855954;-33.460855
105526;Fullcarga;ROCI;PARQUE LAS FLORES 2210;PUENTE ALTO;;355921;6282360;-70.5526503846154;-33.5887506410256
105529;Fullcarga;CATALINA CRUZ PEÑALOZA;ROJAS MAGALLANES 55 LOCAL A;LA FLORIDA;;352019;6288200;-70.593725;-33.535566
105533;Fullcarga;MINIMARKET;GRECIA 816 LOCAL 2;ÑUÑOA;;349198;6296619;-70.62267059452762;-33.459150251960786
105534;Fullcarga;PUNTO AZUL (C);ARTURO PRAT  230 ;SANTIAGO;;346749;6297874;-70.649376;-33.447895
105535;Fullcarga;FANNY BACILIO;MAULE 569;SANTIAGO;;347748;6295848;-70.638969;-33.466309
105537;Fullcarga;CLAUDIA ESPINOZA;FRANCISCO LEDANTEC  1145;MAIPU;;335624;6288365;-70.770192;-33.531678
105584;Fullcarga;LA CHANITA;MAHUIDA DEPTO 10A 10916;LA PINTANA;;350023;6285262;-70.616272;-33.562065
105599;Fullcarga;OSCAR MAYA;SAN PABLO 1887;SANTIAGO;;345373;6299329;-70.6639176554446;-33.4345741971738
105602;Fullcarga;CARMEN RITA ACEVEDO ALMENDRA;LOYOLA 5990;LO PRADO;;340162;6298946;-70.719462;-33.436983
105605;Fullcarga;BAZAR DAGHY;UNO SUR 1081;MAIPU;;337923;6291167;-70.745506;-33.507065
105628;Fullcarga;EL MOMO;CALLE 466 5269;PEÑALOLEN;;354596;6291964;-70.565941;-33.502277
105630;Fullcarga;HILDA MARGARITA BURGOS FONSECA;PIEDRA LOBOS 1141;RENCA;;339383;6302019;-70.727859;-33.409447
105632;Fullcarga;FARMACIAS DONDE LORITO;VICUÑA MACKENNA 998;RENCA;;337618;6301558;-70.745665;-33.406284
105634;Fullcarga;ALMACEN RAQUELITA;GENERAL FREIRE 5378;RENCA;;339151;6302933;-70.730186;-33.401169
105636;Fullcarga;TABAQUERIA ;RECOLETA 3501 LOC 4;RECOLETA;;347313;6303866;-70.64247582;-33.39382816
105639;Fullcarga;NENITA ;LIA AGUIRRE 84 LOCAL B;LA FLORIDA;;351423;6289616;-70.600479;-33.523010
105640;Fullcarga;CARLOS SEPULVEDA VALENZUELA ;ANCUD  1624;LA FLORIDA;;350665;6287766;-70.608940;-33.539585
105642;Fullcarga;BIG 7;CASTILLO URIZAR  2598;MACUL;;350542;6294459;-70.60932814;-33.47910629
105645;Fullcarga;JULY;LO BASCUÑAN 0245;QUILICURA;;338080;6307444;-70.740313;-33.360045
105652;Fullcarga;ESTADIO;ESTADIO 2696;QUINTA NORMAL;;340850;6301699;-70.712143;-33.412548
105654;Fullcarga;DON JORGE;LAS PETUNIAS  202;HUECHURABA;;349192;6305744;-70.621780;-33.377289
105659;Fullcarga;SERVIGAS ;RAMON TORO IBAÑEZ 5835;MACUL;;351541;6291487;-70.598324;-33.505862
105662;Fullcarga;MONO PANDA ;VILLARRICA  1935;PUENTE ALTO;;351403;6281456;-70.60204932;-33.59656593
105674;Fullcarga;PAOLA;LAS TORRES 919;LO PRADO;;339130;6298360;-70.7306571544715;-33.4421071951219
105689;Fullcarga;LA MIMI;5 DE ABRIL 4859 A DEPT 13;ESTACION CENTRAL;;340227;6295085;-70.7194499430712;-33.4717968189501
105699;Fullcarga;ALMACEN Y MINIMARKET;LAS TORCAZAS 6695;CERRO NAVIA;;339883;6301552;-70.722557;-33.413723
105709;Fullcarga;FELIPE;EL ABETO 8816;PUDAHUEL;;336268;6296867;-70.762103;-33.455494
105865;Fullcarga;TIA FABI;TRONCAL SAN FRANCISCO 2678;PUENTE ALTO;;355556;6282294;-70.556595;-33.589296
105866;Fullcarga;ISIDORA Y JEAN;LOS ATACAMEÑOS 2586;RENCA;;342434;6304405;-70.694633;-33.388378
105868;Fullcarga;LA EQUINA DE GUAGUIN;SAN HUGO 0219;PUENTE ALTO;;353706;6281978;-70.576582;-33.591899
105869;Fullcarga;ABUELI ALICIA;AEROPUERTO 209;ESTACION CENTRAL;;341005;6295929;-70.711502;-33.464596
105871;Fullcarga;EXITO;LAS NIEVES 01156;PUENTE ALTO;;354762;6281923;-70.565216;-33.592540
105880;Fullcarga;EN REPAL;LAS ENCINAS CON PORTALES FRENTE DE LA BASE NAVAL 4040;ESTACION CENTRAL;;343088;6297906;-70.688179;-33.446787
105893;Fullcarga;EL CURICANO;SANTA MARTA 410;LO PRADO;;340577;6297645;-70.7152267299578;-33.4487671097046
105913;Fullcarga;SANTA CATALINA;LAS FLORES 20217;PUDAHUEL;;328419;6296701;-70.846153;-33.455396
105932;Fullcarga;EL PAISA (C);CATEDRAL 3115;SANTIAGO;;344034;6298676;-70.6778675333695;-33.4399754819476
105935;Fullcarga;ALCIPAU ELECTRONICA Y COMPUTACION;PROVIDENCIA 1998 LOCAL 1;PROVIDENCIA;;350069;6300582;-70.6126435839314;-33.4236538571672
105940;Fullcarga;H.B.C;LOS LIMONES 3702;LA FLORIDA;;355740;6290113;-70.5533487254902;-33.5188298039216
105942;Fullcarga;SOCIEDAD COMERCIAL ALEXZA LTDA.;SANTA ZITA  9115 Local 12;LAS CONDES;;357384;6300473;-70.5345813372481;-33.42592375253
105946;Fullcarga;LEO ;SAN DIEGO 1718 ;SANTIAGO;;346819;6295522;-70.6484523783348;-33.4688194695546
105954;Fullcarga;CLAUDINA;PINGUINOS 4009;ESTACION CENTRAL;;343089;6295196;-70.688638;-33.471215
105986;Fullcarga;LAS CHIQUILLAS;CERRO PORTEZUELO FRENTE AL 091;QUILICURA;;339701;6310553;-70.7223462;-33.3322645
105988;Fullcarga;EL BOCA SECA;LO CRUZAT 0255;QUILICURA;;339920;6307595;-70.721085;-33.359245
106018;Fullcarga;ALMACEN SEÑORA LILI;TOBALABA 2766;PUENTE ALTO;;356161;6282906;-70.549974;-33.583866
106020;Fullcarga;ANGY;CHIAPAS  7515;LO ESPEJO;;343879;6289910;-70.6810582038096;-33.5189922052381
106021;Fullcarga;ALMACEN CARLOS;SALVADOR ALLENDE  3872;LO ESPEJO;;342403;6290581;-70.6968291941107;-33.5127230707694
106024;Fullcarga;MANUEL MUÑOZ FAMBUENA;ALAMEDA  758;SANTIAGO;;346958;6298374;-70.64647383441759;-33.44312406752875
106032;Fullcarga;KATY;RIO CLARO 1793;PEÑALOLEN;;357428;6294778;-70.5344437;-33.4769916
106036;Fullcarga;ANDRES;SILVIA PINTO 0542;SAN BERNARDO;;343170;6281882;-70.690100;-33.591259
106037;Fullcarga;ALMACEN Y BAZAR ADONAI;ROSARIO CORTEZ 869;SAN BERNARDO;;343271;6278233;-70.689649;-33.624177
106039;Fullcarga;JEANE METAYER;CLUB HIPICO 3305;PEDRO AGUIRRE CERDA;;345320;6293860;-70.664863;-33.483586
106047;Fullcarga;COCO LISO;CATALINA DE LOS RIOS 1957;CONCHALI;;343072;6305581;-70.68699751633986;-33.37747418300655
106050;Fullcarga;ROMAN SIGUENZA VALLES ENTRETENIMIENTOS E.I.R.L (S);ESTRIBO 8657;PUDAHUEL;;337290;6298579;-70.750977;-33.440144
106053;Fullcarga;EL ARRAYAN;EL LUCUMILLO 3790;PUENTE ALTO;;353536;6284199;-70.5786098383352;-33.5721364066949
106054;Fullcarga;ENZO;FRANCISCO BILBAO 1614;LA PINTANA;;348331;6283210;-70.634850;-33.580334
106064;Fullcarga;GEMINIS;PINCOYA 545;HUECHURABA;;348056;6306364;-70.633881;-33.371536
106065;Fullcarga;CALDERON FERNANDEZ;SARA GAJARDO 2728;INDEPENDENCIA;;344711;6300672;-70.6708101342374;-33.4223648852699
106090;Fullcarga;J Y D;RADAL 404;QUINTA NORMAL;;341779;6297770;-70.702843;-33.448101
106115;Fullcarga;EL NAUFRAGO;PUELCHE 1868;SAN RAMON;;347453;6285938;-70.643845;-33.555611
106127;Fullcarga;COMERCIAL ALCIBIADES;SANTA ELENA 1791;SANTIAGO;;348763;6295751;-70.628067;-33.467316
106152;Fullcarga;MARIA ELENA ;YAWAR 996;QUILICURA;;337486;6308654;-70.746475;-33.349045
106155;Fullcarga;DONDE EL RICHY;POCONCHILE 3400;MACUL;;351687;6294838;-70.596196;-33.475672
106157;Fullcarga;NAILA CORVALAN;PEDRO FONTOVA 4297;CONCHALI;;344629;6304518;-70.671036;-33.387684
106167;Fullcarga;EL POLITO;GUANAJUATO 8250;LO ESPEJO;;343713;6289508;-70.683487;-33.522877
106204;Fullcarga;DAMARIS;CARMEN 871;SANTIAGO;;347603;6297133;-70.640312;-33.454700
106205;Fullcarga;CENTRO DE LLAMADOS E INTERNET;SAN ALFONSO 1367;SANTIAGO;;344563;6295832;-70.673241;-33.465988
106207;Fullcarga;MARKET PARAISO ;LORD COCHRANE 651;SANTIAGO;;346308;6297188;-70.654236;-33.454018
106210;Fullcarga;DON QUESO;EL PEÑON 02359;PUENTE ALTO;;355622;6283375;-70.55571305555554;-33.57956152777783
106217;Fullcarga;KIOSCO ANDRES;APOQUINDO FRENTE AL 5555;LAS CONDES;;353916;6302191;-70.571594;-33.409977
106218;Fullcarga;BER STORE RENCA;TOESCA 1256;RENCA;;341774;6302267;-70.702110;-33.407566
106221;Fullcarga;MARANATHA;GALVARINO 1483;CERRO NAVIA;;338026;6299973;-70.742813;-33.427689
106235;Fullcarga;LOS GEMELOS;LOS VILOS 1208;LAS CONDES;;357264;6301359;-70.535728;-33.417927
106244;Fullcarga;LA NANA;PAUL CEZANNE 3107;SAN BERNARDO;;341941;6277763;-70.704636;-33.628498
106246;Fullcarga; SUSANA;VALLE LEPE 5470;MAIPU;;337014;6295488;-70.754501;-33.467972
106250;Fullcarga;EL RAFA;AEROPUERTO 861;ESTACION CENTRAL;;340904;6294828;-70.71220525641019;-33.474213974359
106257;Fullcarga;DON ALONSO;IRARRAZAVAL 3791;ÑUÑOA;;352267;6297102;-70.590157;-33.455624
106259;Fullcarga;FLORCITA MARIA;PORTALES 2669;MAIPU;;333373;6289685;-70.794184;-33.519433
106269;Fullcarga;CATITA;TAGUA TAGUA 7582 LOCAL 2;PEÑALOLEN;;355922;6295359;-70.5511151752711;-33.4718382766331
